transaction_id,fraude
TXS2-00151,0
TXS2-00152,0
TXS2-00153,0
TXS2-00154,0
TXS2-00155,0
TXS2-00156,0
TXS2-00157,1
TXS2-00158,0
TXS2-00159,0
TXS2-00160,0
TXS2-00161,0
TXS2-00162,0
TXS2-00163,1
TXS2-00164,0
TXS2-00165,0
TXS2-00166,0
TXS2-00167,0
TXS2-00168,0
TXS2-00169,0
TXS2-00170,1
TXS2-00171,0
TXS2-00172,0
TXS2-00173,0
TXS2-00174,0
TXS2-00175,0
TXS2-00176,0
TXS2-00177,0
TXS2-00178,0
TXS2-00179,0
TXS2-00180,0
TXS2-00181,0
TXS2-00182,0
TXS2-00183,0
TXS2-00184,0
TXS2-00185,0
TXS2-00186,0
TXS2-00187,0
TXS2-00188,0
TXS2-00189,0
TXS2-00190,0
TXS2-00191,0
TXS2-00192,0
TXS2-00193,0
TXS2-00194,0
TXS2-00195,0
TXS2-00196,0
TXS2-00197,1
TXS2-00198,0
TXS2-00199,0
TXS2-00200,0
TXS2-00201,0
TXS2-00202,0
TXS2-00203,0
TXS2-00204,0
TXS2-00205,0
TXS2-00206,0
TXS2-00207,0
TXS2-00208,1
TXS2-00209,0
TXS2-00210,0
TXS2-00211,0
TXS2-00212,0
TXS2-00213,0
TXS2-00214,1
TXS2-00215,0
TXS2-00216,0
TXS2-00217,0
TXS2-00218,0
TXS2-00219,0
TXS2-00220,0
TXS2-00221,0
TXS2-00222,0
TXS2-00223,0
TXS2-00224,1
TXS2-00225,0
TXS2-00226,0
TXS2-00227,1
TXS2-00228,0
TXS2-00229,0
TXS2-00230,0
TXS2-00231,0
TXS2-00232,0
TXS2-00233,0
TXS2-00234,0
TXS2-00235,1
TXS2-00236,0
TXS2-00237,0
TXS2-00238,1
TXS2-00239,0
TXS2-00240,0
TXS2-00241,1
TXS2-00242,0
TXS2-00243,0
TXS2-00244,0
TXS2-00245,0
TXS2-00246,0
TXS2-00247,0
TXS2-00248,0
TXS2-00249,0
TXS2-00250,0
TXS2-00251,0
TXS2-00252,0
TXS2-00253,0
TXS2-00254,0
TXS2-00255,0
TXS2-00256,0
TXS2-00257,0
TXS2-00258,0
TXS2-00259,0
TXS2-00260,0
TXS2-00261,0
TXS2-00262,0
TXS2-00263,0
TXS2-00264,1
TXS2-00265,0
TXS2-00266,0
TXS2-00267,0
TXS2-00268,0
TXS2-00269,0
TXS2-00270,1
TXS2-00271,1
TXS2-00272,0
TXS2-00273,0
TXS2-00274,0
TXS2-00275,0
TXS2-00276,0
TXS2-00277,0
TXS2-00278,0
TXS2-00279,0
TXS2-00280,0
TXS2-00281,1
TXS2-00282,0
TXS2-00283,0
TXS2-00284,0
TXS2-00285,1
TXS2-00286,0
TXS2-00287,0
TXS2-00288,0
TXS2-00289,0
TXS2-00290,1
TXS2-00291,0
TXS2-00292,0
TXS2-00293,0
TXS2-00294,0
TXS2-00295,0
TXS2-00296,0
TXS2-00297,0
TXS2-00298,0
TXS2-00299,0
TXS2-00300,0
TXS2-00301,0
TXS2-00302,0
TXS2-00303,0
TXS2-00304,0
TXS2-00305,1
TXS2-00306,0
TXS2-00307,0
TXS2-00308,0
TXS2-00309,0
TXS2-00310,0
TXS2-00311,1
TXS2-00312,0
TXS2-00313,0
TXS2-00314,0
TXS2-00315,0
TXS2-00316,0
TXS2-00317,0
TXS2-00318,0
TXS2-00319,0
TXS2-00320,1
TXS2-00321,0
TXS2-00322,0
TXS2-00323,0
TXS2-00324,0
TXS2-00325,0
TXS2-00326,0
TXS2-00327,0
TXS2-00328,0
TXS2-00329,0
TXS2-00330,0
TXS2-00331,0
TXS2-00332,0
TXS2-00333,0
TXS2-00334,0
TXS2-00335,1
TXS2-00336,0
TXS2-00337,0
TXS2-00338,0
TXS2-00339,1
TXS2-00340,0
TXS2-00341,0
TXS2-00342,0
TXS2-00343,0
TXS2-00344,0
TXS2-00345,0
TXS2-00346,0
TXS2-00347,0
TXS2-00348,0
TXS2-00349,0
TXS2-00350,0
TXS2-00351,0
TXS2-00352,0
TXS2-00353,0
TXS2-00354,0
TXS2-00355,0
TXS2-00356,0
TXS2-00357,0
TXS2-00358,0
TXS2-00359,0
TXS2-00360,1
TXS2-00361,0
TXS2-00362,0
TXS2-00363,0
TXS2-00364,0
TXS2-00365,0
TXS2-00366,0
TXS2-00367,0
TXS2-00368,0
TXS2-00369,0
TXS2-00370,0
TXS2-00371,0
TXS2-00372,0
TXS2-00373,0
TXS2-00374,0
TXS2-00375,1
TXS2-00376,0
TXS2-00377,0
TXS2-00378,0
TXS2-00379,0
TXS2-00380,0
TXS2-00381,0
TXS2-00382,0
TXS2-00383,0
TXS2-00384,0
TXS2-00385,0
TXS2-00386,0
TXS2-00387,1
TXS2-00388,0
TXS2-00389,0
TXS2-00390,0
TXS2-00391,0
TXS2-00392,0
TXS2-00393,0
TXS2-00394,0
TXS2-00395,0
TXS2-00396,0
TXS2-00397,0
TXS2-00398,1
TXS2-00399,0
TXS2-00400,0
TXS2-00401,0
TXS2-00402,0
TXS2-00403,1
TXS2-00404,0
TXS2-00405,0
TXS2-00406,0
TXS2-00407,0
TXS2-00408,0
TXS2-00409,0
TXS2-00410,1
TXS2-00411,0
TXS2-00412,0
TXS2-00413,0
TXS2-00414,0
TXS2-00415,0
TXS2-00416,0
TXS2-00417,0
TXS2-00418,0
TXS2-00419,0
TXS2-00420,0
TXS2-00421,1
TXS2-00422,0
TXS2-00423,0
TXS2-00424,0
TXS2-00425,0
TXS2-00426,0
TXS2-00427,0
TXS2-00428,1
TXS2-00429,0
TXS2-00430,0
TXS2-00431,1
TXS2-00432,0
TXS2-00433,0
TXS2-00434,0
TXS2-00435,1
TXS2-00436,0
TXS2-00437,1
TXS2-00438,0
TXS2-00439,0
TXS2-00440,0
TXS2-00441,0
TXS2-00442,0
TXS2-00443,1
TXS2-00444,0
TXS2-00445,0
TXS2-00446,0
TXS2-00447,0
TXS2-00448,0
TXS2-00449,0
TXS2-00450,1
TXS2-00451,0
TXS2-00452,1
TXS2-00453,1
TXS2-00454,0
TXS2-00455,0
TXS2-00456,0
TXS2-00457,0
TXS2-00458,0
TXS2-00459,0
TXS2-00460,0
TXS2-00461,0
TXS2-00462,0
TXS2-00463,0
TXS2-00464,0
TXS2-00465,0
TXS2-00466,1
TXS2-00467,0
TXS2-00468,0
TXS2-00469,0
TXS2-00470,1
TXS2-00471,0
TXS2-00472,0
TXS2-00473,0
TXS2-00474,0
TXS2-00475,0
TXS2-00476,0
TXS2-00477,1
TXS2-00478,0
TXS2-00479,0
TXS2-00480,0
TXS2-00481,0
TXS2-00482,0
TXS2-00483,0
TXS2-00484,0
TXS2-00485,0
TXS2-00486,0
TXS2-00487,0
TXS2-00488,0
TXS2-00489,0
TXS2-00490,0
TXS2-00491,0
TXS2-00492,0
TXS2-00493,0
TXS2-00494,0
TXS2-00495,0
TXS2-00496,0
TXS2-00497,1
TXS2-00498,0
TXS2-00499,0
TXS2-00500,0
TXS2-00501,1
TXS2-00502,0
TXS2-00503,0
TXS2-00504,0
TXS2-00505,0
TXS2-00506,0
TXS2-00507,0
TXS2-00508,0
TXS2-00509,0
TXS2-00510,1
TXS2-00511,0
TXS2-00512,0
TXS2-00513,0
TXS2-00514,0
TXS2-00515,1
TXS2-00516,0
TXS2-00517,0
TXS2-00518,0
TXS2-00519,0
TXS2-00520,0
TXS2-00521,0
TXS2-00522,0
TXS2-00523,0
TXS2-00524,1
TXS2-00525,0
TXS2-00526,0
TXS2-00527,0
TXS2-00528,0
TXS2-00529,0
TXS2-00530,0
TXS2-00531,0
TXS2-00532,0
TXS2-00533,0
TXS2-00534,0
TXS2-00535,0
TXS2-00536,0
TXS2-00537,0
TXS2-00538,0
TXS2-00539,0
TXS2-00540,0
TXS2-00541,0
TXS2-00542,0
TXS2-00543,0
TXS2-00544,0
TXS2-00545,0
TXS2-00546,0
TXS2-00547,0
TXS2-00548,1
TXS2-00549,0
TXS2-00550,0
TXS2-00551,0
TXS2-00552,0
TXS2-00553,0
TXS2-00554,0
TXS2-00555,0
TXS2-00556,0
TXS2-00557,0
TXS2-00558,0
TXS2-00559,0
TXS2-00560,0
TXS2-00561,0
TXS2-00562,0
TXS2-00563,0
TXS2-00564,0
TXS2-00565,0
TXS2-00566,0
TXS2-00567,0
TXS2-00568,0
TXS2-00569,0
TXS2-00570,0
TXS2-00571,1
TXS2-00572,0
TXS2-00573,0
TXS2-00574,1
TXS2-00575,0
TXS2-00576,0
TXS2-00577,1
TXS2-00578,0
TXS2-00579,0
TXS2-00580,0
TXS2-00581,0
TXS2-00582,0
TXS2-00583,0
TXS2-00584,1
TXS2-00585,0
TXS2-00586,0
TXS2-00587,0
TXS2-00588,0
TXS2-00589,0
TXS2-00590,0
TXS2-00591,0
TXS2-00592,0
TXS2-00593,0
TXS2-00594,0
TXS2-00595,0
TXS2-00596,0
TXS2-00597,0
TXS2-00598,0
TXS2-00599,0
TXS2-00600,0
TXS2-00601,0
TXS2-00602,0
TXS2-00603,0
TXS2-00604,0
TXS2-00605,0
TXS2-00606,1
TXS2-00607,0
TXS2-00608,0
TXS2-00609,0
TXS2-00610,0
TXS2-00611,1
TXS2-00612,0
TXS2-00613,0
TXS2-00614,0
TXS2-00615,0
TXS2-00616,0
TXS2-00617,0
TXS2-00618,1
TXS2-00619,0
TXS2-00620,0
TXS2-00621,0
TXS2-00622,0
TXS2-00623,0
TXS2-00624,1
TXS2-00625,0
TXS2-00626,0
TXS2-00627,0
TXS2-00628,0
TXS2-00629,0
TXS2-00630,0
TXS2-00631,1
TXS2-00632,1
TXS2-00633,0
TXS2-00634,0
TXS2-00635,0
TXS2-00636,0
TXS2-00637,0
TXS2-00638,0
TXS2-00639,0
TXS2-00640,0
TXS2-00641,0
TXS2-00642,1
TXS2-00643,0
TXS2-00644,0
TXS2-00645,0
TXS2-00646,0
TXS2-00647,0
TXS2-00648,0
TXS2-00649,1
TXS2-00650,0
TXS2-00651,0
TXS2-00652,0
TXS2-00653,0
TXS2-00654,0
TXS2-00655,0
TXS2-00656,0
TXS2-00657,0
TXS2-00658,0
TXS2-00659,0
TXS2-00660,0
TXS2-00661,0
TXS2-00662,1
TXS2-00663,0
TXS2-00664,0
TXS2-00665,0
TXS2-00666,0
TXS2-00667,1
TXS2-00668,0
TXS2-00669,0
TXS2-00670,0
TXS2-00671,0
TXS2-00672,0
TXS2-00673,1
TXS2-00674,0
TXS2-00675,0
TXS2-00676,0
TXS2-00677,0
TXS2-00678,0
TXS2-00679,0
TXS2-00680,0
TXS2-00681,0
TXS2-00682,0
TXS2-00683,0
TXS2-00684,0
TXS2-00685,0
TXS2-00686,0
TXS2-00687,0
TXS2-00688,0
TXS2-00689,0
TXS2-00690,0
TXS2-00691,0
TXS2-00692,0
TXS2-00693,0
TXS2-00694,0
TXS2-00695,1
TXS2-00696,0
TXS2-00697,1
TXS2-00698,1
TXS2-00699,1
TXS2-00700,0
TXS2-00701,0
TXS2-00702,0
TXS2-00703,0
TXS2-00704,1
TXS2-00705,1
TXS2-00706,0
TXS2-00707,0
TXS2-00708,0
TXS2-00709,0
TXS2-00710,0
TXS2-00711,0
TXS2-00712,0
TXS2-00713,0
TXS2-00714,0
TXS2-00715,0
TXS2-00716,1
TXS2-00717,0
TXS2-00718,0
TXS2-00719,0
TXS2-00720,1
TXS2-00721,0
TXS2-00722,0
TXS2-00723,0
TXS2-00724,0
TXS2-00725,0
TXS2-00726,0
TXS2-00727,1
TXS2-00728,0
TXS2-00729,0
TXS2-00730,0
TXS2-00731,0
TXS2-00732,0
TXS2-00733,0
TXS2-00734,0
TXS2-00735,0
TXS2-00736,0
TXS2-00737,0
TXS2-00738,0
TXS2-00739,0
TXS2-00740,0
TXS2-00741,0
TXS2-00742,0
TXS2-00743,0
TXS2-00744,0
TXS2-00745,0
TXS2-00746,0
TXS2-00747,0
TXS2-00748,0
TXS2-00749,0
TXS2-00750,0
TXS2-00751,0
TXS2-00752,1
TXS2-00753,0
TXS2-00754,0
TXS2-00755,0
TXS2-00756,0
TXS2-00757,1
TXS2-00758,0
TXS2-00759,0
TXS2-00760,0
TXS2-00761,1
TXS2-00762,0
TXS2-00763,0
TXS2-00764,1
TXS2-00765,0
TXS2-00766,0
TXS2-00767,0
TXS2-00768,0
TXS2-00769,0
TXS2-00770,0
TXS2-00771,1
TXS2-00772,0
TXS2-00773,0
TXS2-00774,0
TXS2-00775,0
TXS2-00776,0
TXS2-00777,0
TXS2-00778,0
TXS2-00779,1
TXS2-00780,0
TXS2-00781,1
TXS2-00782,1
TXS2-00783,0
TXS2-00784,0
TXS2-00785,0
TXS2-00786,0
TXS2-00787,0
TXS2-00788,0
TXS2-00789,1
TXS2-00790,0
TXS2-00791,0
TXS2-00792,0
TXS2-00793,0
TXS2-00794,0
TXS2-00795,0
TXS2-00796,0
TXS2-00797,1
TXS2-00798,0
TXS2-00799,0
TXS2-00800,0
TXS2-00801,0
TXS2-00802,0
TXS2-00803,0
TXS2-00804,0
TXS2-00805,0
TXS2-00806,1
TXS2-00807,0
TXS2-00808,0
TXS2-00809,0
TXS2-00810,0
TXS2-00811,0
TXS2-00812,0
TXS2-00813,0
TXS2-00814,0
TXS2-00815,0
TXS2-00816,0
TXS2-00817,0
TXS2-00818,0
TXS2-00819,0
TXS2-00820,0
TXS2-00821,0
TXS2-00822,0
TXS2-00823,0
TXS2-00824,0
TXS2-00825,0
TXS2-00826,0
TXS2-00827,1
TXS2-00828,0
TXS2-00829,0
TXS2-00830,0
TXS2-00831,0
TXS2-00832,0
TXS2-00833,0
TXS2-00834,0
TXS2-00835,0
TXS2-00836,0
TXS2-00837,0
TXS2-00838,0
TXS2-00839,0
TXS2-00840,0
TXS2-00841,0
TXS2-00842,0
TXS2-00843,0
TXS2-00844,0
TXS2-00845,0
TXS2-00846,0
TXS2-00847,0
TXS2-00848,0
TXS2-00849,0
TXS2-00850,0
TXS2-00851,0
TXS2-00852,0
TXS2-00853,0
TXS2-00854,1
TXS2-00855,0
TXS2-00856,0
TXS2-00857,0
TXS2-00858,0
TXS2-00859,0
TXS2-00860,0
TXS2-00861,0
TXS2-00862,0
TXS2-00863,0
TXS2-00864,1
TXS2-00865,0
TXS2-00866,0
TXS2-00867,0
TXS2-00868,0
TXS2-00869,1
TXS2-00870,0
TXS2-00871,0
TXS2-00872,0
TXS2-00873,0
TXS2-00874,0
TXS2-00875,0
TXS2-00876,0
TXS2-00877,0
TXS2-00878,0
TXS2-00879,0
TXS2-00880,0
TXS2-00881,0
TXS2-00882,0
TXS2-00883,0
TXS2-00884,0
TXS2-00885,0
TXS2-00886,0
TXS2-00887,0
TXS2-00888,0
TXS2-00889,0
TXS2-00890,0
TXS2-00891,0
TXS2-00892,0
TXS2-00893,0
TXS2-00894,0
TXS2-00895,0
TXS2-00896,0
TXS2-00897,0
TXS2-00898,0
TXS2-00899,0
TXS2-00900,0
TXS2-00901,0
TXS2-00902,0
TXS2-00903,0
TXS2-00904,0
TXS2-00905,0
TXS2-00906,1
TXS2-00907,0
TXS2-00908,0
TXS2-00909,0
TXS2-00910,0
TXS2-00911,0
TXS2-00912,0
TXS2-00913,0
TXS2-00914,0
TXS2-00915,0
TXS2-00916,0
TXS2-00917,0
TXS2-00918,0
TXS2-00919,0
TXS2-00920,0
TXS2-00921,0
TXS2-00922,0
TXS2-00923,1
TXS2-00924,0
TXS2-00925,0
TXS2-00926,0
TXS2-00927,0
TXS2-00928,0
TXS2-00929,0
TXS2-00930,0
TXS2-00931,0
TXS2-00932,0
TXS2-00933,0
TXS2-00934,0
TXS2-00935,0
TXS2-00936,0
TXS2-00937,0
TXS2-00938,0
TXS2-00939,0
TXS2-00940,0
TXS2-00941,0
TXS2-00942,0
TXS2-00943,0
TXS2-00944,0
TXS2-00945,0
TXS2-00946,0
TXS2-00947,0
TXS2-00948,0
TXS2-00949,0
TXS2-00950,0
TXS2-00951,0
TXS2-00952,0
TXS2-00953,0
TXS2-00954,0
TXS2-00955,0
TXS2-00956,0
TXS2-00957,0
TXS2-00958,0
TXS2-00959,0
TXS2-00960,1
TXS2-00961,0
TXS2-00962,0
TXS2-00963,0
TXS2-00964,0
TXS2-00965,1
TXS2-00966,0
TXS2-00967,0
TXS2-00968,0
TXS2-00969,0
TXS2-00970,0
TXS2-00971,0
TXS2-00972,0
TXS2-00973,1
TXS2-00974,0
TXS2-00975,0
TXS2-00976,0
TXS2-00977,0
TXS2-00978,0
TXS2-00979,0
TXS2-00980,0
TXS2-00981,0
TXS2-00982,0
TXS2-00983,0
TXS2-00984,1
TXS2-00985,0
TXS2-00986,0
TXS2-00987,0
TXS2-00988,0
TXS2-00989,0
TXS2-00990,0
TXS2-00991,0
TXS2-00992,0
TXS2-00993,0
TXS2-00994,0
TXS2-00995,0
TXS2-00996,0
TXS2-00997,0
TXS2-00998,0
TXS2-00999,0
TXS2-01000,0
TXS2-01001,1
TXS2-01002,1
TXS2-01003,0
TXS2-01004,0
TXS2-01005,0
TXS2-01006,0
TXS2-01007,0
TXS2-01008,0
TXS2-01009,0
TXS2-01010,0
TXS2-01011,1
TXS2-01012,0
TXS2-01013,0
TXS2-01014,0
TXS2-01015,0
TXS2-01016,0
TXS2-01017,0
TXS2-01018,0
TXS2-01019,0
TXS2-01020,0
TXS2-01021,1
TXS2-01022,1
TXS2-01023,1
TXS2-01024,0
TXS2-01025,0
TXS2-01026,0
TXS2-01027,0
TXS2-01028,0
TXS2-01029,0
TXS2-01030,1
TXS2-01031,0
TXS2-01032,0
TXS2-01033,0
TXS2-01034,0
TXS2-01035,0
TXS2-01036,0
TXS2-01037,0
TXS2-01038,0
TXS2-01039,0
TXS2-01040,1
TXS2-01041,0
TXS2-01042,1
TXS2-01043,0
TXS2-01044,0
TXS2-01045,0
TXS2-01046,0
TXS2-01047,0
TXS2-01048,0
TXS2-01049,1
TXS2-01050,0
TXS2-01051,0
TXS2-01052,0
TXS2-01053,1
TXS2-01054,0
TXS2-01055,0
TXS2-01056,0
TXS2-01057,0
TXS2-01058,0
TXS2-01059,0
TXS2-01060,0
TXS2-01061,0
TXS2-01062,0
TXS2-01063,0
TXS2-01064,0
TXS2-01065,0
TXS2-01066,0
TXS2-01067,0
TXS2-01068,0
TXS2-01069,0
TXS2-01070,0
TXS2-01071,0
TXS2-01072,0
TXS2-01073,0
TXS2-01074,0
TXS2-01075,0
TXS2-01076,0
TXS2-01077,1
TXS2-01078,0
TXS2-01079,0
TXS2-01080,1
TXS2-01081,0
TXS2-01082,0
TXS2-01083,0
TXS2-01084,0
TXS2-01085,0
TXS2-01086,0
TXS2-01087,0
TXS2-01088,0
TXS2-01089,0
TXS2-01090,0
TXS2-01091,0
TXS2-01092,0
TXS2-01093,0
TXS2-01094,0
TXS2-01095,0
TXS2-01096,0
TXS2-01097,1
TXS2-01098,1
TXS2-01099,0
TXS2-01100,0
TXS2-01101,0
TXS2-01102,0
TXS2-01103,0
TXS2-01104,0
TXS2-01105,0
TXS2-01106,0
TXS2-01107,0
TXS2-01108,0
TXS2-01109,0
TXS2-01110,0
TXS2-01111,0
TXS2-01112,1
TXS2-01113,0
TXS2-01114,0
TXS2-01115,1
TXS2-01116,0
TXS2-01117,1
TXS2-01118,0
TXS2-01119,0
TXS2-01120,0
TXS2-01121,0
TXS2-01122,0
TXS2-01123,0
TXS2-01124,0
TXS2-01125,0
TXS2-01126,0
TXS2-01127,1
TXS2-01128,0
TXS2-01129,0
TXS2-01130,0
TXS2-01131,0
TXS2-01132,1
TXS2-01133,1
TXS2-01134,0
TXS2-01135,0
TXS2-01136,0
TXS2-01137,0
TXS2-01138,0
TXS2-01139,0
TXS2-01140,0
TXS2-01141,0
TXS2-01142,0
TXS2-01143,0
TXS2-01144,0
TXS2-01145,0
TXS2-01146,1
TXS2-01147,0
TXS2-01148,0
TXS2-01149,0
TXS2-01150,0
TXS2-01151,0
TXS2-01152,0
TXS2-01153,0
TXS2-01154,1
TXS2-01155,0
TXS2-01156,0
TXS2-01157,0
TXS2-01158,0
TXS2-01159,0
TXS2-01160,0
TXS2-01161,0
TXS2-01162,0
TXS2-01163,0
TXS2-01164,0
TXS2-01165,0
TXS2-01166,0
TXS2-01167,0
TXS2-01168,0
TXS2-01169,0
TXS2-01170,0
TXS2-01171,0
TXS2-01172,0
TXS2-01173,0
TXS2-01174,1
TXS2-01175,0
TXS2-01176,0
TXS2-01177,1
TXS2-01178,0
TXS2-01179,0
TXS2-01180,1
TXS2-01181,0
TXS2-01182,0
TXS2-01183,0
TXS2-01184,0
TXS2-01185,0
TXS2-01186,0
TXS2-01187,0
TXS2-01188,0
TXS2-01189,0
TXS2-01190,0
TXS2-01191,1
TXS2-01192,0
TXS2-01193,1
TXS2-01194,0
TXS2-01195,0
TXS2-01196,0
TXS2-01197,0
TXS2-01198,0
TXS2-01199,0
TXS2-01200,0
TXS2-01201,0
TXS2-01202,0
TXS2-01203,1
TXS2-01204,0
TXS2-01205,0
TXS2-01206,0
TXS2-01207,0
TXS2-01208,0
TXS2-01209,0
TXS2-01210,0
TXS2-01211,0
TXS2-01212,0
TXS2-01213,0
TXS2-01214,0
TXS2-01215,1
TXS2-01216,0
TXS2-01217,0
TXS2-01218,0
TXS2-01219,0
TXS2-01220,0
TXS2-01221,0
TXS2-01222,0
TXS2-01223,0
TXS2-01224,0
TXS2-01225,1
TXS2-01226,0
TXS2-01227,0
TXS2-01228,0
TXS2-01229,0
TXS2-01230,0
TXS2-01231,0
TXS2-01232,0
TXS2-01233,0
TXS2-01234,0
TXS2-01235,0
TXS2-01236,0
TXS2-01237,0
TXS2-01238,0
TXS2-01239,0
TXS2-01240,0
TXS2-01241,1
TXS2-01242,0
TXS2-01243,0
TXS2-01244,0
TXS2-01245,0
TXS2-01246,0
TXS2-01247,0
TXS2-01248,0
TXS2-01249,0
TXS2-01250,0
TXS2-01251,0
TXS2-01252,0
TXS2-01253,0
TXS2-01254,1
TXS2-01255,0
TXS2-01256,0
TXS2-01257,0
TXS2-01258,0
TXS2-01259,0
TXS2-01260,0
TXS2-01261,1
TXS2-01262,0
TXS2-01263,0
TXS2-01264,1
TXS2-01265,0
TXS2-01266,0
TXS2-01267,0
TXS2-01268,1
TXS2-01269,1
TXS2-01270,0
TXS2-01271,0
TXS2-01272,0
TXS2-01273,0
TXS2-01274,0
TXS2-01275,0
TXS2-01276,0
TXS2-01277,1
TXS2-01278,0
TXS2-01279,0
TXS2-01280,0
TXS2-01281,0
TXS2-01282,0
TXS2-01283,0
TXS2-01284,1
TXS2-01285,0
TXS2-01286,0
TXS2-01287,0
TXS2-01288,0
TXS2-01289,0
TXS2-01290,1
TXS2-01291,0
TXS2-01292,0
TXS2-01293,0
TXS2-01294,0
TXS2-01295,0
TXS2-01296,0
TXS2-01297,0
TXS2-01298,0
TXS2-01299,0
TXS2-01300,0
TXS2-01301,0
TXS2-01302,0
TXS2-01303,0
TXS2-01304,0
TXS2-01305,0
TXS2-01306,0
TXS2-01307,0
TXS2-01308,0
TXS2-01309,0
TXS2-01310,0
TXS2-01311,0
TXS2-01312,0
TXS2-01313,0
TXS2-01314,0
TXS2-01315,0
TXS2-01316,0
TXS2-01317,0
TXS2-01318,0
TXS2-01319,0
TXS2-01320,1
TXS2-01321,0
TXS2-01322,0
TXS2-01323,0
TXS2-01324,0
TXS2-01325,0
TXS2-01326,0
TXS2-01327,0
TXS2-01328,0
TXS2-01329,0
TXS2-01330,0
TXS2-01331,0
TXS2-01332,1
TXS2-01333,0
TXS2-01334,0
TXS2-01335,0
TXS2-01336,0
TXS2-01337,0
TXS2-01338,0
TXS2-01339,1
TXS2-01340,0
TXS2-01341,0
TXS2-01342,0
TXS2-01343,0
TXS2-01344,1
TXS2-01345,0
TXS2-01346,0
TXS2-01347,0
TXS2-01348,1
TXS2-01349,0
TXS2-01350,0
TXS2-01351,0
TXS2-01352,0
TXS2-01353,0
TXS2-01354,0
TXS2-01355,0
TXS2-01356,0
TXS2-01357,1
TXS2-01358,0
TXS2-01359,0
TXS2-01360,0
TXS2-01361,0
TXS2-01362,1
TXS2-01363,0
TXS2-01364,0
TXS2-01365,0
TXS2-01366,0
TXS2-01367,0
TXS2-01368,0
TXS2-01369,0
TXS2-01370,0
TXS2-01371,0
TXS2-01372,0
TXS2-01373,1
TXS2-01374,1
TXS2-01375,0
TXS2-01376,0
TXS2-01377,1
TXS2-01378,0
TXS2-01379,0
TXS2-01380,0
TXS2-01381,1
TXS2-01382,0
TXS2-01383,0
TXS2-01384,0
TXS2-01385,0
TXS2-01386,0
TXS2-01387,0
TXS2-01388,0
TXS2-01389,0
TXS2-01390,0
TXS2-01391,0
TXS2-01392,0
TXS2-01393,0
TXS2-01394,1
TXS2-01395,0
TXS2-01396,0
TXS2-01397,0
TXS2-01398,0
