transaction_id,montant_eur,heure,anciennete_client_j,nb_articles,distance_domicile_km
TXS2-00079,58.99,13.9,416,2,18.38
TXS2-00080,37.46,15.27,341,4,1.97
TXS2-00081,305.63,19.52,233,3,5.19
TXS2-00082,58.26,16.69,498,2,7.43
TXS2-00083,30.74,17.85,22,3,3.7
TXS2-00084,30.03,21.53,152,5,4.37
TXS2-00085,18.74,21.63,124,2,71.37
TXS2-00086,13.74,16.69,431,4,62.92
TXS2-00087,133.45,14.79,440,4,3.75
TXS2-00088,52.51,10.75,56,4,4.57
TXS2-00089,47.16,12.35,261,2,7.2
TXS2-00090,79.99,20.6,62,7,2.67
TXS2-00091,71.83,20.93,82,5,26.59
TXS2-00092,101.35,17.67,193,4,2.81
TXS2-00093,27.17,22.73,75,3,1.91
TXS2-00094,41.21,22.41,27,4,15.69
TXS2-00095,33.36,15.54,70,2,9.15
TXS2-00096,60.11,23.77,195,3,1.71
TXS2-00097,45.18,19.45,52,3,2.49
TXS2-00098,117.04,18.75,40,1,1.81
TXS2-00099,39.65,14.35,32,2,8.99
TXS2-00100,25.94,9.69,158,2,4.85
TXS2-00101,15.13,22.83,167,3,9.8
TXS2-00102,171.41,12.01,122,3,5.91
TXS2-00103,100.5,15.08,26,4,60.47
TXS2-00104,12.18,12.45,628,2,2.22
TXS2-00105,25.16,16.26,4,2,17.31
TXS2-00106,413.85,20.46,189,5,4.1
TXS2-00107,28.58,19.31,298,3,1.05
TXS2-00108,33.95,11.77,24,1,14.22
TXS2-00109,20.99,15.46,562,3,11.48
TXS2-00110,45.85,20.8,110,2,63.66
TXS2-00111,82.92,8.35,387,5,2.87
TXS2-00112,43.68,20.54,69,2,24.46
TXS2-00113,28.25,11.69,200,3,3.61
TXS2-00114,88.13,17.8,46,5,5.22
TXS2-00115,113.79,15.66,92,4,20.88
TXS2-00116,178.45,20.91,445,2,5.45
TXS2-00117,37.57,21.06,175,2,27.97
TXS2-00118,74.59,21.02,528,4,13.57
TXS2-00119,68.53,18.55,122,3,3.86
TXS2-00120,179.0,17.05,279,3,38.39
TXS2-00121,20.18,13.92,106,4,11.52
TXS2-00122,42.86,14.96,110,2,1.64
TXS2-00123,218.17,13.82,536,3,1.5
TXS2-00124,41.18,21.25,526,2,9.1
TXS2-00125,25.59,19.56,465,4,2.88
TXS2-00126,147.36,18.27,139,3,4.63
TXS2-00127,61.37,14.16,1401,3,6.61
TXS2-00128,49.98,13.99,41,3,11.03
TXS2-00129,28.93,8.48,148,3,2.56
TXS2-00130,100.17,11.39,244,7,12.54
TXS2-00131,248.63,20.85,143,4,5.91
TXS2-00132,41.24,20.03,137,2,2.4
TXS2-00133,18.88,19.77,366,4,20.89
TXS2-00134,42.47,18.79,33,3,2.7
TXS2-00135,146.51,21.89,160,7,3.82
TXS2-00136,154.53,9.16,117,4,7.85
TXS2-00137,22.85,17.58,367,2,34.93
TXS2-00138,175.01,15.88,189,4,3.86
TXS2-00139,135.47,19.89,256,4,49.46
TXS2-00140,52.36,17.96,124,5,2.58
TXS2-00141,86.47,18.38,237,4,1.99
TXS2-00142,166.87,12.51,53,5,33.98
TXS2-00143,40.09,12.46,9,2,4.01
TXS2-00144,202.6,21.04,126,5,2.41
TXS2-00145,40.17,19.43,9,3,0.82
TXS2-00146,45.11,19.53,114,4,30.3
TXS2-00147,15.06,13.37,448,4,7.32
TXS2-00148,75.81,20.74,56,4,1.04
TXS2-00149,17.05,12.49,802,6,12.09
TXS2-00150,41.32,21.79,96,4,4.76
TXS2-00151,62.35,11.1,98,4,3.62
TXS2-00152,22.14,15.35,536,2,2.26
TXS2-00153,17.8,18.96,58,2,48.6
TXS2-00154,72.37,20.89,24,4,3.75
TXS2-00155,109.99,15.57,17,5,24.4
TXS2-00156,81.45,22.1,325,2,12.4
TXS2-00157,208.64,21.61,39,2,11.67
TXS2-00158,49.01,0.46,693,4,2.24
TXS2-00159,227.85,15.57,649,3,1.62
TXS2-00160,39.92,19.5,455,4,7.4
TXS2-00161,112.59,19.68,963,3,6.53
TXS2-00162,16.71,19.67,62,4,17.39
TXS2-00163,35.44,10.03,49,1,5.18
TXS2-00164,104.06,12.68,823,2,1.45
TXS2-00165,164.22,15.93,290,3,53.44
TXS2-00166,61.37,22.86,227,3,3.53
TXS2-00167,98.62,11.25,122,7,28.32
TXS2-00168,26.11,21.53,158,3,7.2
TXS2-00169,75.57,10.73,3,2,19.72
TXS2-00170,167.74,22.43,71,5,1.29
TXS2-00171,48.33,14.62,95,2,23.4
TXS2-00172,23.99,21.37,40,3,11.4
TXS2-00173,46.98,21.52,332,2,8.86
TXS2-00174,88.14,18.81,602,1,46.02
TXS2-00175,43.84,23.27,330,2,2.08
TXS2-00176,17.02,22.68,79,4,8.41
TXS2-00177,124.97,22.91,46,3,11.03
TXS2-00178,70.78,22.24,138,4,4.57
TXS2-00179,33.82,14.94,179,1,1.63
TXS2-00180,38.79,22.53,31,3,11.7
TXS2-00181,36.44,16.96,149,2,2.46
TXS2-00182,106.6,14.23,132,1,3.8
TXS2-00183,16.92,15.74,356,4,2.42
TXS2-00184,20.37,13.09,30,3,57.68
TXS2-00185,76.3,10.63,337,5,12.22
TXS2-00186,171.62,9.79,185,2,5.85
TXS2-00187,57.47,18.51,786,5,39.49
TXS2-00188,56.12,21.15,180,4,8.38
TXS2-00189,72.73,20.39,74,2,11.86
TXS2-00190,11.07,20.89,482,6,6.44
TXS2-00191,10.93,22.74,145,4,28.83
TXS2-00192,21.96,12.81,434,4,11.16
TXS2-00193,68.11,20.53,322,5,8.52
TXS2-00194,144.58,10.51,102,4,21.09
TXS2-00195,14.54,17.25,599,4,240.96
TXS2-00196,43.55,17.29,182,3,4.48
TXS2-00197,381.75,12.87,684,3,3.77
TXS2-00198,123.55,19.1,103,4,2.27
TXS2-00199,26.59,20.59,529,3,12.97
TXS2-00200,70.49,22.84,374,5,8.88
TXS2-00201,153.1,10.32,182,3,4.05
TXS2-00202,12.46,22.54,284,5,1.01
TXS2-00203,45.75,20.13,629,5,2.17
TXS2-00204,33.14,21.14,16,4,5.22
TXS2-00205,138.55,12.73,128,4,3.22
TXS2-00206,18.66,23.16,248,4,4.46
TXS2-00207,128.84,13.57,283,3,45.13
TXS2-00208,212.96,15.49,2,5,6.72
TXS2-00209,19.94,15.78,241,1,3.43
TXS2-00210,68.03,23.14,243,4,4.31
TXS2-00211,34.53,21.94,239,2,17.15
TXS2-00212,106.36,14.57,277,6,4.1
TXS2-00213,157.03,23.24,301,2,3.64
TXS2-00214,56.62,12.74,28,7,10.98
TXS2-00215,50.53,19.28,139,2,6.18
TXS2-00216,15.8,17.34,34,8,4.85
TXS2-00217,13.61,18.16,186,2,8.61
TXS2-00218,47.89,19.24,145,3,3.6
TXS2-00219,72.44,17.87,632,3,13.92
TXS2-00220,45.14,16.58,20,2,4.39
TXS2-00221,36.5,9.36,365,2,8.74
TXS2-00222,40.69,19.52,314,5,2.51
TXS2-00223,99.2,17.41,241,4,1.77
TXS2-00224,105.15,23.45,1,1,40.1
TXS2-00225,150.41,14.08,1070,5,16.3
TXS2-00226,62.75,18.88,559,4,11.33
TXS2-00227,117.37,22.94,459,1,7.15
TXS2-00228,81.63,16.18,580,4,15.71
TXS2-00229,126.57,0.08,126,2,1.65
TXS2-00230,26.51,17.22,87,1,7.64
TXS2-00231,101.54,15.41,134,3,18.08
TXS2-00232,76.74,15.36,211,2,10.51
TXS2-00233,56.05,11.52,436,4,1.82
TXS2-00234,37.11,15.45,209,7,11.21
TXS2-00235,89.05,10.72,20,6,129.73
TXS2-00236,223.36,10.49,24,6,11.8
TXS2-00237,48.76,23.8,156,8,10.93
TXS2-00238,170.83,23.37,114,6,7.75
TXS2-00239,89.0,12.2,85,4,18.98
TXS2-00240,22.06,21.59,194,1,4.1
TXS2-00241,307.73,13.32,59,3,57.44
TXS2-00242,42.75,10.96,89,6,10.13
TXS2-00243,89.4,8.38,27,4,4.44
TXS2-00244,24.58,19.83,445,2,7.64
TXS2-00245,107.06,13.09,94,3,1.46
TXS2-00246,72.22,21.81,710,2,13.88
TXS2-00247,104.43,0.46,370,1,7.09
TXS2-00248,18.36,0.14,470,4,25.71
TXS2-00249,53.85,21.62,1337,3,11.73
TXS2-00250,63.74,0.55,347,3,5.99
TXS2-00251,85.45,19.8,202,3,5.28
TXS2-00252,18.44,11.21,4,4,15.86
TXS2-00253,67.9,20.67,716,2,2.98
TXS2-00254,15.54,14.07,1010,4,41.15
TXS2-00255,43.12,22.93,466,6,2.99
TXS2-00256,26.13,14.73,27,3,27.55
TXS2-00257,102.08,12.27,192,4,2.14
TXS2-00258,186.76,19.17,593,4,6.01
TXS2-00259,111.32,22.21,871,2,4.14
TXS2-00260,74.1,19.64,111,4,2.63
TXS2-00261,51.68,22.95,491,5,11.55
TXS2-00262,51.29,22.07,417,3,8.21
TXS2-00263,17.88,22.05,347,2,17.19
TXS2-00264,183.42,10.48,20,3,1.9
TXS2-00265,93.93,9.32,69,6,12.34
TXS2-00266,93.44,14.47,789,3,23.32
TXS2-00267,13.13,23.38,424,3,6.75
TXS2-00268,178.58,16.75,23,1,2.01
TXS2-00269,127.31,0.44,283,7,4.51
TXS2-00270,57.53,23.9,58,6,6.87
TXS2-00271,940.83,16.75,70,3,5.8
TXS2-00272,49.9,11.86,130,6,2.2
TXS2-00273,57.38,18.86,60,3,1.88
TXS2-00274,11.39,13.64,546,4,3.51
TXS2-00275,22.66,19.25,23,3,1.49
TXS2-00276,242.97,21.29,598,4,36.78
TXS2-00277,77.02,22.59,297,3,4.55
TXS2-00278,305.83,20.24,130,7,10.1
TXS2-00279,26.32,11.84,36,1,35.25
TXS2-00280,23.8,23.01,1579,3,2.21
TXS2-00281,48.63,22.31,87,6,9.02
TXS2-00282,41.33,15.67,111,4,1.21
TXS2-00283,132.75,17.13,197,3,35.63
TXS2-00284,274.67,14.75,135,4,5.16
TXS2-00285,75.24,20.24,84,4,29.14
TXS2-00286,91.36,23.43,1003,7,12.6
TXS2-00287,84.49,13.81,457,5,1.94
TXS2-00288,26.54,21.51,517,6,1.58
TXS2-00289,50.36,13.93,120,6,3.11
TXS2-00290,257.49,22.15,12,4,2.1
TXS2-00291,17.97,14.45,602,5,28.78
TXS2-00292,29.21,21.35,783,5,0.88
TXS2-00293,148.46,19.5,141,6,0.55
TXS2-00294,62.44,20.97,87,4,10.95
TXS2-00295,22.11,13.98,67,2,15.45
TXS2-00296,198.96,12.97,721,4,4.22
TXS2-00297,14.32,18.13,411,4,26.03
TXS2-00298,43.22,14.68,99,3,8.24
TXS2-00299,72.6,13.5,13,3,8.74
TXS2-00300,16.76,15.49,455,4,0.54
TXS2-00301,71.99,11.83,606,1,7.14
TXS2-00302,120.1,15.65,115,3,15.42
TXS2-00303,81.11,11.0,140,3,3.33
TXS2-00304,17.77,17.11,474,2,4.02
TXS2-00305,36.2,22.34,156,8,10.93
TXS2-00306,25.13,16.36,210,3,3.07
TXS2-00307,109.91,21.39,538,5,19.29
TXS2-00308,21.98,12.66,1023,3,1.11
TXS2-00309,30.35,5.16,89,4,11.09
TXS2-00310,57.71,11.55,432,6,0.48
TXS2-00311,302.22,9.62,161,2,1.92
TXS2-00312,54.0,15.24,270,4,40.3
TXS2-00313,24.37,14.28,103,6,9.8
TXS2-00314,94.16,13.85,83,8,2.45
TXS2-00315,124.93,12.96,264,4,21.54
TXS2-00316,10.2,12.65,99,3,1.08
TXS2-00317,179.04,5.24,139,3,2.33
TXS2-00318,134.11,23.35,379,3,3.33
TXS2-00319,134.45,9.49,183,3,4.37
TXS2-00320,31.89,1.18,4,4,17.84
TXS2-00321,124.77,18.55,133,5,5.48
TXS2-00322,20.04,17.54,92,2,5.99
TXS2-00323,32.63,11.59,291,4,10.03
TXS2-00324,41.71,22.34,1044,4,4.82
TXS2-00325,29.17,23.04,25,5,6.95
TXS2-00326,94.61,21.86,189,6,26.04
TXS2-00327,21.19,20.56,266,6,4.78
TXS2-00328,25.46,11.86,597,3,1.45
TXS2-00329,29.73,19.7,1019,2,21.54
TXS2-00330,119.7,15.34,41,4,8.66
TXS2-00331,23.83,22.0,131,6,5.62
TXS2-00332,51.31,14.27,227,4,7.38
TXS2-00333,26.01,14.05,55,5,1.1
TXS2-00334,68.5,11.94,80,2,8.63
TXS2-00335,122.8,19.72,13,4,12.42
TXS2-00336,144.68,22.26,137,5,2.2
TXS2-00337,37.83,14.67,16,5,8.62
TXS2-00338,23.2,20.69,4,4,1.69
TXS2-00339,123.4,14.12,347,2,32.77
TXS2-00340,20.8,19.47,136,3,7.29
TXS2-00341,49.2,17.86,379,3,9.1
TXS2-00342,33.75,16.84,688,3,7.43
TXS2-00343,95.37,13.28,215,2,3.31
TXS2-00344,22.24,15.32,511,3,4.13
TXS2-00345,234.02,17.33,143,6,2.7
TXS2-00346,47.44,12.51,344,4,8.49
TXS2-00347,53.79,13.59,139,2,20.65
TXS2-00348,32.48,22.35,574,7,6.46
TXS2-00349,9.27,10.72,656,4,3.24
TXS2-00350,37.54,9.42,226,2,19.61
TXS2-00351,57.2,18.35,77,4,5.4
TXS2-00352,13.96,8.76,49,2,0.85
TXS2-00353,154.11,13.76,872,2,7.38
TXS2-00354,42.44,11.7,132,4,11.71
TXS2-00355,35.08,5.03,491,5,7.31
TXS2-00356,97.76,12.12,3,2,5.62
TXS2-00357,87.83,20.49,74,1,4.25
TXS2-00358,30.63,8.56,263,4,2.25
TXS2-00359,37.66,20.09,121,4,1.12
TXS2-00360,71.06,23.03,361,4,293.75
TXS2-00361,28.19,17.08,98,3,5.82
TXS2-00362,36.0,18.0,82,1,4.23
TXS2-00363,53.21,20.62,42,5,0.76
TXS2-00364,71.74,13.74,63,5,79.55
TXS2-00365,30.87,0.46,56,5,22.29
TXS2-00366,17.2,22.08,226,5,3.66
TXS2-00367,36.11,15.61,301,3,2.41
TXS2-00368,23.95,8.86,288,4,9.7
TXS2-00369,74.75,17.89,141,1,0.84
TXS2-00370,253.34,12.21,172,7,10.11
TXS2-00371,24.79,21.15,110,2,36.32
TXS2-00372,29.46,9.14,554,3,4.1
TXS2-00373,27.87,15.01,260,1,13.66
TXS2-00374,94.92,14.17,134,3,7.55
TXS2-00375,98.15,20.03,47,2,10.29
TXS2-00376,88.99,16.32,16,3,1.37
TXS2-00377,662.82,20.15,110,1,5.48
TXS2-00378,264.72,9.79,301,3,2.91
TXS2-00379,165.63,8.89,199,5,1.06
TXS2-00380,18.45,19.24,93,1,2.9
TXS2-00381,101.27,10.96,5,3,3.51
TXS2-00382,26.48,10.14,63,3,4.76
TXS2-00383,34.9,10.84,317,8,1.32
TXS2-00384,115.54,13.35,134,2,18.44
TXS2-00385,88.86,10.44,45,2,7.26
TXS2-00386,131.91,21.73,236,1,21.97
TXS2-00387,152.05,22.05,72,4,13.2
TXS2-00388,32.75,14.03,575,1,13.07
TXS2-00389,79.72,12.88,396,4,27.89
TXS2-00390,45.25,11.54,313,1,7.38
TXS2-00391,121.7,22.74,294,2,0.5
TXS2-00392,21.67,15.17,57,4,1.86
TXS2-00393,58.7,18.24,13,5,6.44
TXS2-00394,44.11,17.96,355,5,2.91
TXS2-00395,27.24,10.34,154,4,4.05
TXS2-00396,48.14,20.47,194,2,56.0
TXS2-00397,67.22,21.38,10,3,2.69
TXS2-00398,102.09,14.58,249,3,6.81
TXS2-00399,189.23,21.04,32,3,3.11
TXS2-00400,109.96,15.15,294,4,0.98
TXS2-00401,40.53,20.91,113,4,10.36
TXS2-00402,37.84,14.43,176,3,6.33
TXS2-00403,57.23,17.42,286,5,27.69
TXS2-00404,70.18,16.2,129,4,2.89
TXS2-00405,30.94,18.67,275,4,20.03
TXS2-00406,19.08,12.55,126,2,3.7
TXS2-00407,93.71,12.12,171,1,2.68
TXS2-00408,127.19,13.47,182,2,7.0
TXS2-00409,68.02,15.32,155,5,0.58
TXS2-00410,40.01,18.04,653,5,8.61
TXS2-00411,21.91,19.97,12,4,14.53
TXS2-00412,14.36,11.87,228,7,5.02
TXS2-00413,80.96,15.31,126,5,8.27
TXS2-00414,225.3,13.45,16,4,27.47
TXS2-00415,56.84,22.02,112,4,17.76
TXS2-00416,54.48,17.59,368,3,1.55
TXS2-00417,101.97,15.93,179,4,7.71
TXS2-00418,29.07,15.58,42,5,11.7
TXS2-00419,28.02,20.0,46,6,3.03
TXS2-00420,40.93,20.27,14,3,16.91
TXS2-00421,101.68,0.66,254,1,5.75
TXS2-00422,41.78,14.18,183,3,1.53
TXS2-00423,72.01,12.81,79,2,19.45
TXS2-00424,181.58,16.57,17,2,6.29
TXS2-00425,18.94,16.19,65,4,2.32
TXS2-00426,127.86,14.62,197,3,17.33
TXS2-00427,43.71,16.54,1088,6,24.47
TXS2-00428,23.53,15.66,267,5,13.83
TXS2-00429,77.8,14.9,108,7,2.96
TXS2-00430,168.77,21.73,120,3,11.6
TXS2-00431,41.13,18.89,68,2,6.33
TXS2-00432,40.9,23.71,90,2,8.26
TXS2-00433,72.23,19.43,486,1,11.85
TXS2-00434,30.92,22.74,390,5,2.98
TXS2-00435,137.69,18.26,124,6,39.09
TXS2-00436,26.03,20.91,621,2,3.82
TXS2-00437,25.5,23.54,77,4,7.7
TXS2-00438,57.74,15.65,171,4,4.7
TXS2-00439,45.86,14.1,139,7,7.45
TXS2-00440,19.79,19.47,290,4,26.4
TXS2-00441,28.18,19.19,53,2,7.34
TXS2-00442,38.72,13.51,490,3,1.89
TXS2-00443,112.14,21.92,86,3,11.93
TXS2-00444,74.03,17.29,682,4,2.72
TXS2-00445,103.94,20.0,76,3,1.8
TXS2-00446,38.72,14.52,276,3,4.91
TXS2-00447,55.66,20.66,124,2,5.68
TXS2-00448,44.69,13.3,68,4,3.51
TXS2-00449,72.43,17.94,232,3,1.62
TXS2-00450,167.5,22.73,225,2,2.57
TXS2-00451,23.82,19.12,208,5,3.36
TXS2-00452,29.67,22.56,274,1,12.78
TXS2-00453,108.57,12.9,246,4,22.9
TXS2-00454,60.41,19.29,258,4,4.26
TXS2-00455,127.28,20.62,177,1,4.71
TXS2-00456,65.47,17.46,205,1,0.9
TXS2-00457,44.73,13.63,3,6,2.81
TXS2-00458,48.62,13.84,7,3,17.89
TXS2-00459,81.0,12.3,102,4,6.87
TXS2-00460,55.98,0.2,59,6,7.31
TXS2-00461,42.74,21.36,465,3,41.53
TXS2-00462,53.18,23.58,38,3,1.09
TXS2-00463,31.98,13.96,650,4,4.59
TXS2-00464,37.27,18.35,213,2,1.07
TXS2-00465,43.62,14.72,252,5,19.23
TXS2-00466,48.06,18.97,44,5,2.0
TXS2-00467,80.77,11.54,365,2,1.91
TXS2-00468,34.43,21.82,1047,3,49.24
TXS2-00469,60.03,20.6,106,4,4.5
TXS2-00470,87.17,6.7,53,5,41.38
TXS2-00471,105.08,13.58,125,3,7.3
TXS2-00472,47.37,12.93,269,4,96.01
TXS2-00473,52.93,14.51,209,5,11.52
TXS2-00474,26.0,9.57,363,4,13.16
TXS2-00475,103.19,18.58,310,3,1.75
TXS2-00476,61.0,11.5,31,4,2.8
TXS2-00477,320.8,19.63,30,4,3.07
TXS2-00478,5.81,16.23,166,2,6.78
TXS2-00479,12.29,11.22,584,1,2.64
TXS2-00480,29.76,11.08,164,6,2.77
TXS2-00481,39.98,19.63,1069,8,1.16
TXS2-00482,94.85,11.92,271,5,2.82
TXS2-00483,84.05,10.09,259,5,6.97
TXS2-00484,81.01,13.1,491,3,7.65
TXS2-00485,121.21,15.32,56,3,10.95
TXS2-00486,31.77,14.73,40,2,14.67
TXS2-00487,25.83,14.36,114,5,4.66
TXS2-00488,63.22,23.46,504,4,4.23
TXS2-00489,97.45,19.38,96,7,11.01
TXS2-00490,45.73,12.44,208,5,17.88
TXS2-00491,176.43,16.13,77,3,0.78
TXS2-00492,36.32,19.41,125,3,1.9
TXS2-00493,17.5,11.96,357,4,7.83
TXS2-00494,29.8,16.3,290,5,9.05
TXS2-00495,36.99,10.57,45,3,1.38
TXS2-00496,64.15,18.08,490,7,7.76
TXS2-00497,92.93,23.26,17,4,33.17
TXS2-00498,70.04,17.69,16,5,4.69
TXS2-00499,386.07,19.71,248,1,42.61
TXS2-00500,34.07,14.78,39,5,5.81
TXS2-00501,92.65,20.45,373,4,6.23
TXS2-00502,57.27,17.4,570,1,5.25
TXS2-00503,51.83,12.21,248,5,4.65
TXS2-00504,64.82,18.49,145,3,5.67
TXS2-00505,31.24,10.41,332,5,7.9
TXS2-00506,247.24,11.44,313,3,2.77
TXS2-00507,60.81,18.93,596,7,2.7
TXS2-00508,107.34,12.08,19,2,7.55
TXS2-00509,46.29,11.34,86,3,2.05
TXS2-00510,190.54,17.29,210,4,11.86
TXS2-00511,93.25,21.73,149,3,2.57
TXS2-00512,154.92,22.58,829,4,10.28
TXS2-00513,68.61,22.71,19,4,3.33
TXS2-00514,47.89,18.22,55,3,38.99
TXS2-00515,112.55,15.8,1,3,49.82
TXS2-00516,42.12,10.22,1148,4,2.26
TXS2-00517,190.33,19.87,285,2,2.85
TXS2-00518,22.44,10.0,376,3,1.18
TXS2-00519,32.58,19.18,193,3,0.33
TXS2-00520,102.28,16.37,401,1,3.55
TXS2-00521,45.4,12.12,20,5,57.91
TXS2-00522,55.05,14.63,116,4,4.06
TXS2-00523,41.73,19.89,86,6,12.01
TXS2-00524,200.14,21.91,4,4,8.43
TXS2-00525,43.23,22.84,120,2,9.29
TXS2-00526,33.29,11.88,298,6,3.95
TXS2-00527,53.7,10.09,26,3,12.14
TXS2-00528,60.77,21.07,132,4,8.76
TXS2-00529,166.32,14.96,190,4,4.37
TXS2-00530,89.35,14.41,137,3,7.86
TXS2-00531,35.06,20.58,408,1,43.16
TXS2-00532,138.66,21.72,296,5,26.27
TXS2-00533,13.8,23.34,103,6,3.1
TXS2-00534,110.9,9.62,216,4,10.27
TXS2-00535,34.59,14.92,954,2,2.27
TXS2-00536,41.68,20.31,1006,3,2.04
TXS2-00537,83.46,20.13,13,2,19.54
TXS2-00538,68.03,15.82,282,6,8.69
TXS2-00539,3.16,20.81,526,6,5.77
TXS2-00540,71.97,16.52,123,5,27.31
TXS2-00541,25.57,20.66,45,8,0.91
TXS2-00542,103.41,19.57,354,5,3.59
TXS2-00543,56.18,13.01,263,5,18.4
TXS2-00544,37.91,20.73,281,2,14.18
TXS2-00545,96.81,15.74,264,3,33.64
TXS2-00546,128.91,13.6,265,5,4.16
TXS2-00547,40.67,22.51,282,5,11.62
TXS2-00548,91.55,16.53,208,4,5.41
TXS2-00549,112.32,21.74,1044,4,5.1
TXS2-00550,58.82,14.48,60,6,4.94
TXS2-00551,101.41,15.68,201,3,1.18
TXS2-00552,22.33,16.79,143,2,43.34
TXS2-00553,24.8,20.21,65,3,8.47
TXS2-00554,45.63,20.19,233,2,10.38
TXS2-00555,74.84,22.16,94,7,6.19
TXS2-00556,37.67,14.79,678,3,32.7
TXS2-00557,95.0,17.38,1340,2,5.49
TXS2-00558,9.83,17.52,121,2,7.75
TXS2-00559,187.56,14.96,451,3,3.73
TXS2-00560,175.9,19.58,101,3,1.96
TXS2-00561,115.69,22.31,69,1,6.12
TXS2-00562,40.36,20.22,429,2,17.18
TXS2-00563,70.65,14.55,121,2,5.07
TXS2-00564,21.77,19.67,165,5,41.46
TXS2-00565,66.06,19.4,96,4,10.19
TXS2-00566,16.7,18.96,60,5,0.48
TXS2-00567,40.44,12.89,135,4,1.65
TXS2-00568,20.72,20.81,310,3,1.74
TXS2-00569,59.68,6.96,98,2,50.54
TXS2-00570,95.44,15.73,196,3,3.8
TXS2-00571,242.83,15.08,36,3,3.86
TXS2-00572,32.81,11.32,262,5,7.67
TXS2-00573,110.94,20.39,208,1,4.31
TXS2-00574,177.49,21.74,1,3,1.66
TXS2-00575,47.15,14.94,21,3,7.35
TXS2-00576,44.35,18.78,35,4,2.75
TXS2-00577,57.37,12.52,22,4,18.53
TXS2-00578,364.11,22.72,1371,2,49.15
TXS2-00579,80.05,14.59,110,2,20.44
