transaction_id,montant_eur,heure,anciennete_client_j,nb_articles,distance_domicile_km
TXS3-00172,18.64,13.46,931,7,5.65
TXS3-00173,10.17,16.55,310,2,11.21
TXS3-00174,53.26,14.99,133,3,6.84
TXS3-00175,31.71,11.38,116,3,16.12
TXS3-00176,63.73,18.42,420,4,27.05
TXS3-00177,31.17,20.35,540,2,4.16
TXS3-00178,40.88,16.12,548,3,9.81
TXS3-00179,29.89,17.46,243,3,7.37
TXS3-00180,46.26,10.74,635,2,5.57
TXS3-00181,59.86,16.01,267,5,16.36
TXS3-00182,65.66,20.04,406,4,1.39
TXS3-00183,25.68,22.73,17,3,7.35
TXS3-00184,46.64,21.73,1186,4,3.71
TXS3-00185,52.91,16.3,170,1,2.73
TXS3-00186,58.34,18.08,686,2,0.11
TXS3-00187,82.08,20.18,1925,3,0.52
TXS3-00188,20.75,19.6,1361,4,2.46
TXS3-00189,58.59,12.47,388,1,6.6
TXS3-00190,25.24,8.81,540,4,35.07
TXS3-00191,29.05,15.44,50,4,11.99
TXS3-00192,75.65,12.08,1482,3,3.65
TXS3-00193,39.93,14.29,274,2,1.68
TXS3-00194,14.86,13.11,167,6,3.75
TXS3-00195,61.91,19.81,401,2,4.27
TXS3-00196,121.16,21.81,465,4,3.7
TXS3-00197,14.7,13.71,17,3,5.84
TXS3-00198,63.31,13.31,568,5,27.33
TXS3-00199,59.45,13.26,57,5,1.65
TXS3-00200,16.27,9.67,161,4,6.25
TXS3-00201,10.97,13.85,508,2,38.15
TXS3-00202,16.39,12.7,1068,3,1.12
TXS3-00203,49.76,14.14,145,4,1.81
TXS3-00204,18.22,21.74,26,1,16.79
TXS3-00205,48.19,11.79,20,1,4.78
TXS3-00206,13.93,18.69,131,3,10.68
TXS3-00207,26.19,10.55,154,3,3.94
TXS3-00208,187.84,15.56,218,3,6.52
TXS3-00209,43.7,1.29,712,2,38.09
TXS3-00210,43.65,20.37,335,1,11.79
TXS3-00211,14.86,13.65,237,2,18.1
TXS3-00212,44.95,17.71,275,2,12.15
TXS3-00213,60.04,12.44,631,2,4.75
TXS3-00214,82.23,15.11,73,3,14.21
TXS3-00215,29.8,15.25,135,3,1.15
TXS3-00216,57.19,12.52,905,1,1.13
TXS3-00217,40.21,8.66,440,3,4.07
TXS3-00218,50.71,13.27,40,3,10.38
TXS3-00219,47.57,12.35,141,1,0.53
TXS3-00220,15.08,20.43,337,2,3.57
TXS3-00221,87.6,16.9,428,5,6.37
TXS3-00222,24.81,11.4,1493,2,51.74
TXS3-00223,112.26,13.15,269,3,3.83
TXS3-00224,49.69,0.56,776,2,12.63
TXS3-00225,50.23,20.05,20,2,2.3
TXS3-00226,29.46,17.58,115,2,20.29
TXS3-00227,14.01,15.38,345,3,12.33
TXS3-00228,27.44,16.22,276,2,14.06
TXS3-00229,32.16,21.7,386,4,7.12
TXS3-00230,77.26,12.19,381,2,5.67
TXS3-00231,17.0,12.4,456,3,26.41
TXS3-00232,87.68,20.63,237,2,113.39
TXS3-00233,62.04,20.03,379,5,7.7
TXS3-00234,39.16,22.0,82,2,8.14
TXS3-00235,39.48,2.7,264,2,4.54
TXS3-00236,103.22,13.09,202,2,2.46
TXS3-00237,35.78,21.35,412,5,9.88
TXS3-00238,59.84,19.48,630,5,3.45
TXS3-00239,83.97,13.81,65,2,40.18
TXS3-00240,67.92,13.57,253,2,7.43
TXS3-00241,118.29,14.4,136,5,10.47
TXS3-00242,41.23,20.83,550,4,17.83
TXS3-00243,4.68,19.29,84,3,0.38
TXS3-00244,26.6,16.51,482,4,19.57
TXS3-00245,12.96,15.4,5,3,8.45
TXS3-00246,73.98,17.53,1143,3,0.85
TXS3-00247,47.99,17.8,730,4,7.23
TXS3-00248,17.44,11.14,235,3,35.37
TXS3-00249,28.48,10.16,89,3,15.7
TXS3-00250,17.54,12.59,2213,2,5.16
TXS3-00251,35.31,14.29,407,1,17.89
TXS3-00252,26.49,13.78,210,2,47.54
TXS3-00253,36.33,13.02,90,2,24.85
TXS3-00254,19.84,21.23,142,1,46.19
TXS3-00255,17.06,10.46,1580,4,6.63
TXS3-00256,31.41,14.32,87,2,2.39
TXS3-00257,62.04,19.26,847,1,4.55
TXS3-00258,28.15,16.73,650,1,47.84
TXS3-00259,48.21,22.99,433,1,46.36
TXS3-00260,82.14,14.62,1085,7,11.99
TXS3-00261,86.91,12.83,981,3,5.37
TXS3-00262,45.45,23.34,1142,3,11.95
TXS3-00263,164.61,16.66,379,2,14.33
TXS3-00264,18.24,17.43,53,4,5.52
TXS3-00265,74.39,13.53,17,4,1.83
TXS3-00266,53.62,17.27,72,4,11.74
TXS3-00267,33.76,13.39,221,1,10.89
TXS3-00268,21.09,11.76,259,2,32.66
TXS3-00269,45.38,11.47,27,4,11.38
TXS3-00270,80.09,12.76,88,3,6.08
TXS3-00271,22.43,12.65,99,3,6.25
TXS3-00272,19.82,18.43,232,1,8.06
TXS3-00273,259.38,18.05,339,2,9.86
TXS3-00274,26.36,12.55,955,4,2.88
TXS3-00275,17.96,12.69,331,2,11.51
TXS3-00276,81.88,9.59,46,1,2.35
TXS3-00277,62.29,17.72,305,3,2.93
TXS3-00278,14.9,10.36,7,3,2.95
TXS3-00279,242.27,10.46,122,2,1.41
TXS3-00280,52.73,16.3,579,3,6.91
TXS3-00281,12.24,16.1,382,1,17.18
TXS3-00282,103.98,16.31,472,1,9.42
TXS3-00283,31.25,19.73,200,2,2.68
TXS3-00284,34.4,20.26,17,2,6.51
TXS3-00285,44.81,20.8,12,1,7.33
TXS3-00286,30.07,18.04,150,2,1.98
TXS3-00287,26.99,10.6,287,2,2.67
TXS3-00288,23.46,10.84,465,2,2.38
TXS3-00289,39.63,12.42,28,2,9.31
TXS3-00290,133.52,11.46,490,3,91.78
TXS3-00291,52.61,17.15,247,3,20.35
TXS3-00292,6.71,17.33,135,4,1.33
TXS3-00293,55.5,12.22,500,3,0.48
TXS3-00294,32.7,17.13,83,1,15.88
TXS3-00295,36.02,12.97,334,2,34.37
TXS3-00296,17.06,17.42,725,2,14.4
TXS3-00297,19.95,20.16,122,1,1.53
TXS3-00298,169.59,16.72,147,5,11.04
TXS3-00299,49.66,15.63,584,3,8.48
TXS3-00300,22.07,17.01,584,3,5.22
TXS3-00301,33.91,14.45,558,7,28.03
TXS3-00302,51.26,11.69,44,3,16.23
TXS3-00303,30.95,13.27,34,1,10.24
TXS3-00304,19.85,7.75,1813,2,6.39
TXS3-00305,44.33,10.22,676,2,13.97
TXS3-00306,14.04,14.51,429,2,16.84
TXS3-00307,21.27,17.02,299,2,0.81
TXS3-00308,22.0,12.41,563,2,1.75
TXS3-00309,74.15,15.12,107,3,15.17
TXS3-00310,38.01,22.64,91,2,4.21
TXS3-00311,33.77,10.78,256,2,0.4
TXS3-00312,101.57,20.1,490,2,69.34
TXS3-00313,20.1,13.63,109,3,3.38
TXS3-00314,120.97,12.32,182,3,5.32
TXS3-00315,34.16,13.35,25,4,6.67
TXS3-00316,60.1,14.53,202,2,50.35
TXS3-00317,53.02,9.0,344,2,19.75
TXS3-00318,51.02,15.19,325,2,4.62
TXS3-00319,12.92,12.25,374,3,4.45
TXS3-00320,15.92,18.68,396,6,6.37
TXS3-00321,51.73,23.46,1257,1,8.05
TXS3-00322,91.98,14.72,172,2,4.63
TXS3-00323,11.15,13.02,22,3,17.26
TXS3-00324,97.84,19.55,208,2,2.49
TXS3-00325,21.19,14.74,23,2,0.92
TXS3-00326,31.09,15.89,866,3,4.09
TXS3-00327,37.22,19.08,316,1,55.59
TXS3-00328,35.8,12.12,1695,1,10.36
TXS3-00329,71.4,17.12,286,3,1.25
TXS3-00330,24.92,16.2,254,2,3.82
TXS3-00331,28.83,19.54,169,1,1.58
TXS3-00332,20.89,12.17,455,4,11.4
TXS3-00333,40.58,19.65,46,3,8.91
TXS3-00334,33.85,11.46,626,1,39.58
TXS3-00335,31.4,14.98,252,1,11.46
TXS3-00336,90.49,10.02,740,2,0.75
TXS3-00337,18.53,20.6,1048,3,2.88
TXS3-00338,39.83,11.36,1064,6,4.58
TXS3-00339,11.68,22.36,755,2,8.62
TXS3-00340,78.24,17.03,204,1,32.58
TXS3-00341,85.57,20.95,693,2,6.9
TXS3-00342,13.81,10.82,64,4,2.47
TXS3-00343,18.06,18.21,292,1,13.97
TXS3-00344,45.03,18.39,86,2,9.98
TXS3-00345,73.13,12.88,293,2,7.79
TXS3-00346,84.69,14.99,194,2,28.92
TXS3-00347,63.51,14.56,122,3,1.18
TXS3-00348,26.76,20.15,378,2,1.71
TXS3-00349,45.12,12.79,511,2,8.47
TXS3-00350,42.08,11.62,426,3,6.89
TXS3-00351,36.7,12.23,553,1,1.91
TXS3-00352,24.36,11.95,12,3,3.29
TXS3-00353,52.87,13.27,176,3,1.1
TXS3-00354,62.9,14.33,328,2,6.12
TXS3-00355,81.06,18.75,356,2,6.18
TXS3-00356,32.1,15.87,244,2,1.84
TXS3-00357,58.51,14.49,80,1,30.88
TXS3-00358,44.01,19.49,100,3,2.86
TXS3-00359,81.11,5.23,416,1,27.61
TXS3-00360,68.06,20.98,872,2,5.9
TXS3-00361,16.4,13.77,2121,2,4.14
TXS3-00362,32.02,23.17,21,3,3.32
TXS3-00363,17.91,15.76,643,4,54.3
TXS3-00364,27.8,18.29,50,2,2.16
TXS3-00365,67.82,6.51,391,2,2.07
TXS3-00366,17.24,10.15,55,1,13.14
TXS3-00367,78.86,15.21,183,1,4.63
TXS3-00368,20.26,14.86,1584,3,4.37
TXS3-00369,17.32,20.97,369,6,4.65
TXS3-00370,57.16,9.95,979,1,10.42
TXS3-00371,26.91,10.61,128,2,34.15
TXS3-00372,45.98,13.74,533,2,21.02
TXS3-00373,107.16,14.84,44,2,6.22
TXS3-00374,81.69,9.99,541,3,12.65
TXS3-00375,27.09,11.25,89,1,4.86
TXS3-00376,88.85,17.36,695,3,3.15
TXS3-00377,26.55,9.63,262,1,4.2
TXS3-00378,40.79,15.29,647,1,3.57
TXS3-00379,21.19,9.11,21,2,1.41
TXS3-00380,35.05,17.95,277,5,15.31
TXS3-00381,57.29,9.38,197,3,8.37
TXS3-00382,35.23,16.69,69,2,16.95
TXS3-00383,12.97,14.73,164,2,4.44
TXS3-00384,43.23,21.71,415,4,5.23
TXS3-00385,45.13,21.66,699,4,6.88
TXS3-00386,24.0,16.32,626,2,5.81
TXS3-00387,26.58,13.66,597,1,2.54
TXS3-00388,24.34,17.46,1352,5,3.44
TXS3-00389,26.99,21.0,688,2,8.2
TXS3-00390,21.14,11.63,321,1,6.4
TXS3-00391,27.72,15.52,163,2,5.21
TXS3-00392,38.79,17.64,478,3,14.35
TXS3-00393,40.22,15.4,43,4,6.53
TXS3-00394,47.09,13.34,76,3,3.8
TXS3-00395,78.29,20.28,328,2,0.22
TXS3-00396,21.75,10.34,115,1,4.75
TXS3-00397,56.09,21.23,10,3,9.9
TXS3-00398,27.82,13.51,58,3,9.68
TXS3-00399,61.5,13.08,234,2,37.02
TXS3-00400,66.0,17.48,236,3,6.26
TXS3-00401,61.95,20.03,398,4,0.33
TXS3-00402,69.57,16.21,522,5,19.83
TXS3-00403,26.19,14.83,229,2,22.23
TXS3-00404,44.82,13.08,20,2,1.43
TXS3-00405,7.15,13.62,375,1,19.73
TXS3-00406,27.02,10.1,335,5,7.21
TXS3-00407,31.22,9.92,1198,3,3.53
TXS3-00408,31.09,15.46,202,2,1.47
TXS3-00409,42.86,20.39,476,3,1.36
TXS3-00410,7.62,13.22,427,2,6.18
TXS3-00411,18.14,12.16,33,5,1.42
TXS3-00412,13.36,14.04,1210,2,3.71
TXS3-00413,54.71,16.54,47,4,6.46
TXS3-00414,19.0,13.91,248,3,24.08
TXS3-00415,16.52,15.79,823,1,3.96
TXS3-00416,172.58,14.96,1037,3,31.93
TXS3-00417,25.97,15.89,1196,3,30.04
TXS3-00418,72.97,14.11,312,3,1.31
TXS3-00419,89.66,10.98,4,1,2.76
TXS3-00420,25.1,16.1,770,3,0.72
TXS3-00421,34.96,9.16,171,3,21.32
TXS3-00422,13.65,11.25,223,3,3.67
TXS3-00423,24.74,19.88,56,3,18.39
TXS3-00424,14.43,16.25,634,3,8.85
TXS3-00425,157.35,12.69,4,1,4.73
TXS3-00426,19.79,23.02,50,5,2.14
TXS3-00427,40.23,12.13,123,2,5.87
TXS3-00428,53.29,15.84,300,3,1.69
TXS3-00429,51.4,19.21,191,1,1.39
TXS3-00430,22.66,13.24,29,2,13.95
TXS3-00431,19.15,16.73,807,3,5.12
TXS3-00432,47.59,14.75,70,2,6.37
TXS3-00433,8.79,12.96,51,2,3.0
TXS3-00434,40.78,15.76,337,3,0.32
TXS3-00435,130.57,20.27,833,2,5.72
TXS3-00436,89.31,12.03,30,1,16.01
TXS3-00437,46.08,18.15,240,2,25.84
TXS3-00438,20.32,14.28,49,1,2.57
TXS3-00439,22.33,7.73,282,1,11.77
TXS3-00440,99.52,15.83,610,3,2.97
TXS3-00441,34.11,13.17,3,4,54.11
TXS3-00442,60.63,9.31,1520,3,48.35
TXS3-00443,45.05,21.28,101,3,2.53
TXS3-00444,92.65,9.88,1026,1,32.8
TXS3-00445,59.72,15.32,695,3,9.2
TXS3-00446,50.43,11.95,43,2,2.74
TXS3-00447,27.5,11.09,273,3,2.3
TXS3-00448,28.27,14.58,137,4,5.36
TXS3-00449,99.53,17.83,545,3,6.94
TXS3-00450,68.39,14.39,32,1,8.05
TXS3-00451,64.53,19.63,78,4,101.21
TXS3-00452,24.58,12.33,276,3,34.78
TXS3-00453,85.76,22.32,1164,2,2.34
TXS3-00454,14.31,20.15,196,2,1.35
TXS3-00455,15.16,16.91,121,3,0.69
TXS3-00456,20.21,15.01,967,5,7.55
TXS3-00457,22.61,17.52,370,3,2.15
TXS3-00458,59.02,11.96,219,3,1.15
TXS3-00459,42.31,22.28,82,3,3.94
TXS3-00460,26.68,9.69,1304,2,0.83
TXS3-00461,65.58,15.68,700,2,5.65
TXS3-00462,38.18,17.02,40,3,10.98
TXS3-00463,25.21,20.72,827,4,7.0
TXS3-00464,109.71,21.22,62,3,1.33
TXS3-00465,44.16,9.16,301,2,5.9
TXS3-00466,37.54,15.29,2342,4,4.34
TXS3-00467,13.92,20.59,186,2,19.97
TXS3-00468,45.79,18.17,942,2,0.83
TXS3-00469,36.02,17.8,179,4,6.0
TXS3-00470,16.59,23.04,128,1,16.74
TXS3-00471,12.37,17.54,1375,4,2.37
TXS3-00472,82.6,16.62,2312,2,2.02
TXS3-00473,26.91,10.78,212,2,3.02
TXS3-00474,79.24,15.06,363,4,12.33
TXS3-00475,67.29,7.71,1534,1,2.49
TXS3-00476,9.64,14.0,28,3,6.33
TXS3-00477,13.54,14.32,31,4,2.6
TXS3-00478,18.63,23.4,464,5,4.55
TXS3-00479,11.41,10.05,28,3,4.41
TXS3-00480,20.57,15.18,77,2,1.5
TXS3-00481,41.45,17.7,394,3,1.35
TXS3-00482,15.24,22.45,204,3,27.86
TXS3-00483,96.25,14.35,99,4,4.6
TXS3-00484,32.39,14.58,482,4,15.87
TXS3-00485,49.68,13.34,235,3,30.54
TXS3-00486,24.02,12.77,21,2,6.57
TXS3-00487,10.18,12.16,1111,1,2.31
TXS3-00488,52.45,21.88,214,2,34.46
TXS3-00489,63.41,21.17,1334,3,19.71
TXS3-00490,28.77,11.24,374,4,2.13
TXS3-00491,36.76,13.53,498,4,9.02
TXS3-00492,61.23,13.82,386,2,2.64
TXS3-00493,20.16,13.22,79,3,3.85
TXS3-00494,34.84,12.84,135,1,2.84
TXS3-00495,54.44,17.59,668,3,0.59
TXS3-00496,22.72,16.43,12,3,9.85
TXS3-00497,36.81,6.65,26,3,1.96
TXS3-00498,30.0,20.3,221,4,8.51
TXS3-00499,32.02,18.56,34,4,37.65
TXS3-00500,16.28,18.42,1243,3,0.74
TXS3-00501,36.34,14.47,871,1,2.84
TXS3-00502,34.32,17.99,1026,3,1.5
TXS3-00503,53.42,13.05,281,3,1.01
TXS3-00504,58.39,18.32,421,2,14.85
TXS3-00505,26.24,9.04,464,5,2.11
TXS3-00506,38.85,14.93,1149,2,12.79
TXS3-00507,25.49,19.73,12,3,13.97
TXS3-00508,56.26,9.26,186,2,3.21
TXS3-00509,71.19,20.39,134,4,23.9
TXS3-00510,40.32,17.89,323,4,1.45
TXS3-00511,32.95,13.91,64,3,4.79
TXS3-00512,33.83,14.15,344,4,0.47
TXS3-00513,34.9,17.28,505,6,1.13
TXS3-00514,49.7,13.77,536,3,1.52
TXS3-00515,45.09,12.43,424,2,8.82
TXS3-00516,12.91,11.67,138,4,19.03
TXS3-00517,20.53,13.81,129,3,1.47
TXS3-00518,15.98,19.04,304,3,0.71
TXS3-00519,31.6,19.07,69,2,3.39
TXS3-00520,58.09,23.1,9,1,3.14
TXS3-00521,35.93,23.9,168,2,16.74
TXS3-00522,33.23,20.86,70,2,8.59
TXS3-00523,12.91,12.23,673,4,25.03
TXS3-00524,25.06,15.92,535,3,67.17
TXS3-00525,84.19,13.84,28,3,1.88
TXS3-00526,20.74,18.11,17,2,2.17
TXS3-00527,25.45,16.36,281,3,30.39
TXS3-00528,133.12,20.92,661,2,38.78
TXS3-00529,34.43,10.25,85,3,8.38
TXS3-00530,16.64,19.94,1385,3,3.18
TXS3-00531,23.32,13.05,7,2,18.58
TXS3-00532,22.63,12.64,1112,5,7.92
TXS3-00533,30.78,20.25,172,6,6.36
TXS3-00534,25.84,16.54,20,7,9.44
TXS3-00535,43.91,9.92,727,2,10.39
TXS3-00536,12.03,16.76,162,3,3.18
TXS3-00537,26.8,12.6,558,2,1.34
TXS3-00538,55.06,11.98,284,4,22.01
TXS3-00539,34.31,21.0,420,2,7.77
TXS3-00540,94.46,15.97,432,4,46.45
TXS3-00541,19.26,12.13,432,7,6.96
TXS3-00542,30.99,18.72,1129,2,20.46
TXS3-00543,17.38,14.94,128,2,0.65
TXS3-00544,18.27,14.39,329,2,69.65
TXS3-00545,26.99,11.89,174,1,11.34
TXS3-00546,28.76,12.61,585,2,5.37
TXS3-00547,30.22,12.46,149,2,3.66
TXS3-00548,45.46,17.72,657,4,33.23
TXS3-00549,15.18,15.6,993,2,1.69
TXS3-00550,24.96,10.14,298,1,11.71
TXS3-00551,29.32,20.93,66,1,1.5
TXS3-00552,28.73,14.76,615,4,9.38
TXS3-00553,53.32,16.64,88,3,7.04
TXS3-00554,22.1,20.98,198,5,6.74
TXS3-00555,26.25,15.84,537,3,5.5
TXS3-00556,33.85,21.66,292,3,4.94
TXS3-00557,28.89,19.89,833,4,13.05
TXS3-00558,5.86,22.11,373,3,10.29
TXS3-00559,82.76,22.98,456,2,2.86
TXS3-00560,60.66,17.49,480,2,8.12
TXS3-00561,27.34,22.86,410,3,32.99
TXS3-00562,25.26,18.99,173,1,3.38
TXS3-00563,18.0,22.16,446,2,9.91
TXS3-00564,25.19,17.59,175,1,0.87
TXS3-00565,44.78,14.5,1370,2,12.57
TXS3-00566,51.53,14.31,12,2,1.52
TXS3-00567,16.49,11.08,103,3,1.4
TXS3-00568,27.53,21.83,62,4,3.74
TXS3-00569,57.65,10.48,162,2,0.8
TXS3-00570,79.01,14.23,99,2,9.31
TXS3-00571,45.08,13.48,59,1,2.67
TXS3-00572,46.62,17.97,318,3,1.07
TXS3-00573,43.29,11.52,132,3,18.19
TXS3-00574,93.63,13.37,467,3,30.74
TXS3-00575,78.47,20.89,1012,1,4.18
TXS3-00576,79.0,16.33,489,1,15.36
TXS3-00577,22.02,17.0,527,2,1.58
